,Country,Year,Density,
562,Niger,2015,Population mid-year estimates for females (millions),9.93
562,Niger,2015,Sex ratio (males per 100 females),102.8
562,Niger,2015,Population aged 0 to 14 years old (percentage),49.1
562,Niger,2015,Population aged 60+ years old (percentage),3.9
562,Niger,2015,Population density,15.9
562,Niger,2021,Population mid-year estimates (millions),25.25
562,Niger,2021,Population mid-year estimates for males (millions),12.81
562,Niger,2021,Population mid-year estimates for females (millions),12.44
562,Niger,2021,Sex ratio (males per 100 females),102.9
562,Niger,2021,Population aged 0 to 14 years old (percentage),48.9
562,Niger,2021,Population aged 60+ years old (percentage),4
562,Niger,2021,Population density,19.9
562,Niger,2021,Surface area (thousand km2),"1,267"
562,Niger,2022,Population mid-year estimates (millions),26.21
562,Niger,2022,Population mid-year estimates for males (millions),13.29
562,Niger,2022,Population mid-year estimates for females (millions),12.91
562,Niger,2022,Sex ratio (males per 100 females),102.9
562,Niger,2022,Population aged 0 to 14 years old (percentage),48.8
562,Niger,2022,Population aged 60+ years old (percentage),3.9
562,Niger,2022,Population density,20.7
566,Nigeria,2010,Population mid-year estimates (millions),160.95
566,Nigeria,2010,Population mid-year estimates for males (millions),81.07
566,Nigeria,2010,Population mid-year estimates for females (millions),79.89
566,Nigeria,2010,Sex ratio (males per 100 females),101.5
566,Nigeria,2010,Population aged 0 to 14 years old (percentage),44.3
566,Nigeria,2010,Population aged 60+ years old (percentage),4.9
566,Nigeria,2010,Population density,176.7
566,Nigeria,2015,Population mid-year estimates (millions),184
566,Nigeria,2015,Population mid-year estimates for males (millions),92.8
566,Nigeria,2015,Population mid-year estimates for females (millions),91.19
566,Nigeria,2015,Sex ratio (males per 100 females),101.8
566,Nigeria,2015,Population aged 0 to 14 years old (percentage),44.3
566,Nigeria,2015,Population aged 60+ years old (percentage),4.8
566,Nigeria,2015,Population density,202
566,Nigeria,2021,Population mid-year estimates (millions),213.4
566,Nigeria,2021,Population mid-year estimates for males (millions),107.83
566,Nigeria,2021,Population mid-year estimates for females (millions),105.57
566,Nigeria,2021,Sex ratio (males per 100 females),102.1
566,Nigeria,2021,Population aged 0 to 14 years old (percentage),43.3
566,Nigeria,2021,Population aged 60+ years old (percentage),4.8
566,Nigeria,2021,Population density,234.3
566,Nigeria,2021,Surface area (thousand km2),924
566,Nigeria,2022,Population mid-year estimates (millions),218.54
566,Nigeria,2022,Population mid-year estimates for males (millions),110.45
566,Nigeria,2022,Population mid-year estimates for females (millions),108.09
566,Nigeria,2022,Sex ratio (males per 100 females),102.2
566,Nigeria,2022,Population aged 0 to 14 years old (percentage),43
566,Nigeria,2022,Population aged 60+ years old (percentage),4.7
566,Nigeria,2022,Population density,240
570,Niue,2010,Population mid-year estimates (millions),0
570,Niue,2010,Population mid-year estimates for males (millions),0
570,Niue,2010,Population mid-year estimates for females (millions),0
570,Niue,2010,Sex ratio (males per 100 females),100.7
570,Niue,2010,Population aged 0 to 14 years old (percentage),26.2
570,Niue,2010,Population aged 60+ years old (percentage),16.6
570,Niue,2010,Population density,7
570,Niue,2015,Population mid-year estimates (millions),0
570,Niue,2015,Population mid-year estimates for males (millions),0
570,Niue,2015,Population mid-year estimates for females (millions),0
570,Niue,2015,Sex ratio (males per 100 females),97.4
570,Niue,2015,Population aged 0 to 14 years old (percentage),27
570,Niue,2015,Population aged 60+ years old (percentage),18.6
570,Niue,2015,Population density,7.1
570,Niue,2021,Population mid-year estimates (millions),0
570,Niue,2021,Population mid-year estimates for males (millions),0
570,Niue,2021,Population mid-year estimates for females (millions),0
570,Niue,2021,Sex ratio (males per 100 females),88.8
570,Niue,2021,Population aged 0 to 14 years old (percentage),26.4
570,Niue,2021,Population aged 60+ years old (percentage),21.3
570,Niue,2021,Population density,7.5
570,Niue,2021,Surface area (thousand km2),0
570,Niue,2022,Population mid-year estimates (millions),0
570,Niue,2022,Population mid-year estimates for males (millions),0
570,Niue,2022,Population mid-year estimates for females (millions),0
570,Niue,2022,Sex ratio (males per 100 females),88.4
570,Niue,2022,Population aged 0 to 14 years old (percentage),26.1
570,Niue,2022,Population aged 60+ years old (percentage),21
570,Niue,2022,Population density,7.4
807,North Macedonia,2010,Population mid-year estimates (millions),2.09
807,North Macedonia,2010,Population mid-year estimates for males (millions),1.05
807,North Macedonia,2010,Population mid-year estimates for females (millions),1.05
807,North Macedonia,2010,Sex ratio (males per 100 females),99.9
807,North Macedonia,2010,Population aged 0 to 14 years old (percentage),18.5
807,North Macedonia,2010,Population aged 60+ years old (percentage),16.5
807,North Macedonia,2010,Population density,84
807,North Macedonia,2015,Population mid-year estimates (millions),2.11
807,North Macedonia,2015,Population mid-year estimates for males (millions),1.05
807,North Macedonia,2015,Population mid-year estimates for females (millions),1.06
807,North Macedonia,2015,Sex ratio (males per 100 females),99.7
807,North Macedonia,2015,Population aged 0 to 14 years old (percentage),17.1
807,North Macedonia,2015,Population aged 60+ years old (percentage),18.6
807,North Macedonia,2015,Population density,84.6
807,North Macedonia,2021,Population mid-year estimates (millions),2.1
807,North Macedonia,2021,Population mid-year estimates for males (millions),1.05
807,North Macedonia,2021,Population mid-year estimates for females (millions),1.05
807,North Macedonia,2021,Sex ratio (males per 100 females),99.4
807,North Macedonia,2021,Population aged 0 to 14 years old (percentage),16.1
807,North Macedonia,2021,Population aged 60+ years old (percentage),21.1
807,North Macedonia,2021,Population density,84.4
807,North Macedonia,2021,Surface area (thousand km2),26
807,North Macedonia,2022,Population mid-year estimates (millions),2.09
807,North Macedonia,2022,Population mid-year estimates for males (millions),1.04
807,North Macedonia,2022,Population mid-year estimates for females (millions),1.05
807,North Macedonia,2022,Sex ratio (males per 100 females),99.4
807,North Macedonia,2022,Population aged 0 to 14 years old (percentage),16
807,North Macedonia,2022,Population aged 60+ years old (percentage),21.3
807,North Macedonia,2022,Population density,84
580,Northern Mariana Islands,2010,Population mid-year estimates (millions),0.05
580,Northern Mariana Islands,2010,Population mid-year estimates for males (millions),0.03
580,Northern Mariana Islands,2010,Population mid-year estimates for females (millions),0.03
580,Northern Mariana Islands,2010,Sex ratio (males per 100 females),108.2
580,Northern Mariana Islands,2010,Population aged 0 to 14 years old (percentage),27.3
580,Northern Mariana Islands,2010,Population aged 60+ years old (percentage),6
580,Northern Mariana Islands,2010,Population density,118.4
580,Northern Mariana Islands,2015,Population mid-year estimates (millions),0.05
580,Northern Mariana Islands,2015,Population mid-year estimates for males (millions),0.03
580,Northern Mariana Islands,2015,Population mid-year estimates for females (millions),0.02
580,Northern Mariana Islands,2015,Sex ratio (males per 100 females),113
580,Northern Mariana Islands,2015,Population aged 0 to 14 years old (percentage),24.2
580,Northern Mariana Islands,2015,Population aged 60+ years old (percentage),9.9
580,Northern Mariana Islands,2015,Population density,112.7
580,Northern Mariana Islands,2021,Population mid-year estimates (millions),0.05
580,Northern Mariana Islands,2021,Population mid-year estimates for males (millions),0.03
580,Northern Mariana Islands,2021,Population mid-year estimates for females (millions),0.02
580,Northern Mariana Islands,2021,Sex ratio (males per 100 females),116.2
580,Northern Mariana Islands,2021,Population aged 0 to 14 years old (percentage),21.7
580,Northern Mariana Islands,2021,Population aged 60+ years old (percentage),17.5
580,Northern Mariana Islands,2021,Population density,108.3
580,Northern Mariana Islands,2021,Surface area (thousand km2),0
580,Northern Mariana Islands,2022,Population mid-year estimates (millions),0.05
580,Northern Mariana Islands,2022,Population mid-year estimates for males (millions),0.03
580,Northern Mariana Islands,2022,Population mid-year estimates for females (millions),0.02
580,Northern Mariana Islands,2022,Sex ratio (males per 100 females),116.2
580,Northern Mariana Islands,2022,Population aged 0 to 14 years old (percentage),21.2
580,Northern Mariana Islands,2022,Population aged 60+ years old (percentage),18.8
580,Northern Mariana Islands,2022,Population density,108.4
,Norway,2010,Population mid-year estimates (millions),4.89
,Norway,2010,Population mid-year estimates for males (millions),2.44
,Norway,2010,Population mid-year estimates for females (millions),2.45
,Norway,2010,Sex ratio (males per 100 females),99.9
,Norway,2010,Population aged 0 to 14 years old (percentage),18.8
,Norway,2010,Population aged 60+ years old (percentage),21
,Norway,2010,Population density,16.1
,Norway,2015,Population mid-year estimates (millions),5.19
,Norway,2015,Population mid-year estimates for males (millions),2.61
,Norway,2015,Population mid-year estimates for females (millions),2.58
,Norway,2015,Sex ratio (males per 100 females),101.3
,Norway,2015,Population aged 0 to 14 years old (percentage),18
,Norway,2015,Population aged 60+ years old (percentage),21.9
,Norway,2015,Population density,17.1
,Norway,2021,Population mid-year estimates (millions),5.4
,Norway,2021,Population mid-year estimates for males (millions),2.73
,Norway,2021,Population mid-year estimates for females (millions),2.68
,Norway,2021,Sex ratio (males per 100 females),101.8
,Norway,2021,Population aged 0 to 14 years old (percentage),17
,Norway,2021,Population aged 60+ years old (percentage),23.8
,Norway,2021,Population density,17.8
,Norway,2021,Surface area (thousand km2),324
,Norway,2022,Population mid-year estimates (millions),5.43
,Norway,2022,Population mid-year estimates for males (millions),2.74
,Norway,2022,Population mid-year estimates for females (millions),2.69
,Norway,2022,Sex ratio (males per 100 females),101.9
,Norway,2022,Population aged 0 to 14 years old (percentage),16.7
,Norway,2022,Population aged 60+ years old (percentage),24.2
,Norway,2022,Population density,17.9
512,Oman,2010,Population mid-year estimates (millions),2.88
512,Oman,2010,Population mid-year estimates for males (millions),1.71
512,Oman,2010,Population mid-year estimates for females (millions),1.17
512,Oman,2010,Sex ratio (males per 100 females),145.7
512,Oman,2010,Population aged 0 to 14 years old (percentage),26.9
512,Oman,2010,Population aged 60+ years old (percentage),3.9
512,Oman,2010,Population density,9.3
512,Oman,2015,Population mid-year estimates (millions),4.19
512,Oman,2015,Population mid-year estimates for males (millions),2.71
512,Oman,2015,Population mid-year estimates for females (millions),1.48
512,Oman,2015,Sex ratio (males per 100 females),183.7
512,Oman,2015,Population aged 0 to 14 years old (percentage),22.3
512,Oman,2015,Population aged 60+ years old (percentage),3.9
512,Oman,2015,Population density,13.5
512,Oman,2021,Population mid-year estimates (millions),4.52
512,Oman,2021,Population mid-year estimates for males (millions),2.76
512,Oman,2021,Population mid-year estimates for females (millions),1.76
512,Oman,2021,Sex ratio (males per 100 females),157
512,Oman,2021,Population aged 0 to 14 years old (percentage),26.8
512,Oman,2021,Population aged 60+ years old (percentage),4.5
512,Oman,2021,Population density,14.6
512,Oman,2021,Surface area (thousand km2),310
512,Oman,2022,Population mid-year estimates (millions),4.58
512,Oman,2022,Population mid-year estimates for males (millions),2.79
512,Oman,2022,Population mid-year estimates for females (millions),1.79
512,Oman,2022,Sex ratio (males per 100 females),155.5
